      (+0.9194, +0.4422)
      (+0.4578, +0.4556)
      (-0.0050, +0.4600)
      (-0.4689, +0.4556)
      (-0.9339, +0.4422)
      (-1.4000, +0.4200)
      (-1.5800, +0.3200)
      (-1.5800, -0.2600)
      (-1.4000, -0.3600)
      (-0.9339, -0.3767)
      (-0.4689, -0.3867)
      (-0.0050, -0.3900)
      (+0.4578, -0.3867)
      (+0.9194, -0.3767)
      (+1.3800, -0.3600)
      (+1.5600, -0.2600)
  VisorHighlight     hi     loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.08647 noStroke=0 lineAlpha=0.42 n=3
      (+0.9194, -0.3767)
      (+0.8600, -0.2000)
      (+0.3000, -0.1600)

[NECK] Cable Collar  equip.neck.cablecollar   (앵커 y=-1.27818)
  CollarBand         fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=20
      (-1.0600, -1.1400)
      (-0.7950, -1.1750)
      (-0.5300, -1.2000)
      (-0.2650, -1.2150)
      (+0.0000, -1.2200)
      (+0.2650, -1.2150)
      (+0.5300, -1.2000)
      (+0.7950, -1.1750)
      (+1.0600, -1.1400)
      (+1.1200, -1.5200)
      (+1.1000, -1.9000)
      (+0.8250, -1.9350)
      (+0.5500, -1.9600)
      (+0.2750, -1.9750)
      (+0.0000, -1.9800)
      (-0.2750, -1.9750)
      (-0.5500, -1.9600)
      (-0.8250, -1.9350)
      (-1.1000, -1.9000)
      (-1.1200, -1.5200)
  CollarShade        fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=1 lineAlpha=0.00 n=11
      (+1.1000, -1.4600)
      (+1.1000, -1.9000)
      (+0.8250, -1.9350)
      (+0.5500, -1.9600)
      (+0.2750, -1.9750)
      (+0.0000, -1.9800)
      (-0.2750, -1.9750)
      (-0.5500, -1.9600)
      (-0.8250, -1.9350)
      (-1.1000, -1.9000)
      (-1.1000, -1.4600)
  CollarGem          fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=6
      (+0.0000, -1.9200)
      (+0.2200, -1.5800)
      (+0.6600, -1.5800)
      (+0.8800, -1.9200)
      (+0.6600, -2.2600)
      (+0.2200, -2.2600)
  CollarCable        line   loop=False filled=False tone=0 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=6
      (-0.8250, -1.9350)
      (-0.9280, -2.2120)
      (-0.9690, -2.4630)
      (-0.9480, -2.6880)
      (-0.8650, -2.8870)
      (-0.7200, -3.0600)
  CollarBezel        fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=12
      (-0.2000, -3.4400)
      (-0.2697, -3.1800)
      (-0.4600, -2.9897)
      (-0.7200, -2.9200)
      (-0.9800, -2.9897)
      (-1.1703, -3.1800)
      (-1.2400, -3.4400)
      (-1.1703, -3.7000)
      (-0.9800, -3.8903)
      (-0.7200, -3.9600)
      (-0.4600, -3.8903)
      (-0.2697, -3.7000)
  CollarDrop         fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=1 lineAlpha=0.00 n=4
      (-0.7200, -3.1200)
      (-0.4000, -3.4400)
      (-0.7200, -3.7600)
      (-1.0400, -3.4400)
  CollarTrim         trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09728 noStroke=0 lineAlpha=0.85 n=20
      (-1.0600, -1.1400)
      (-0.7950, -1.1750)
      (-0.5300, -1.2000)
      (-0.2650, -1.2150)
      (+0.0000, -1.2200)
      (+0.2650, -1.2150)
      (+0.5300, -1.2000)
      (+0.7950, -1.1750)
      (+1.0600, -1.1400)
      (+1.1200, -1.5200)
      (+1.1000, -1.9000)
      (+0.8250, -1.9350)
      (+0.5500, -1.9600)
      (+0.2750, -1.9750)
      (+0.0000, -1.9800)
      (-0.2750, -1.9750)
      (-0.5500, -1.9600)
      (-0.8250, -1.9350)
      (-1.1000, -1.9000)
      (-1.1200, -1.5200)

[BACK] Tarp Cape  equip.shoulders.tarpcape   (앵커 y=-1.27818)
  CapeBody           fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=18  sway=6+7
      (-1.1000, -1.0600)
      (+1.1000, -1.0600)
      (+1.1704, -1.6328)
      (+1.2216, -2.1992)
      (+1.2536, -2.7592)
      (+1.2664, -3.3128)
      (+1.2600, -3.8600)
      (+0.9400, -4.3400)
      (+0.6200, -3.7400)
      (+0.0000, -4.3800)
      (-0.6200, -3.7600)
      (-1.2400, -4.3600)
      (-1.8600, -3.8600)
      (-1.8167, -3.3767)
      (-1.7400, -2.9000)
      (-1.6300, -2.4300)
      (-1.4867, -1.9667)
      (-1.3100, -1.5100)
  CapeYoke           fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=1 lineAlpha=0.00 n=4
      (-1.0600, -1.1000)
      (+1.0600, -1.1000)
      (+1.2200, -1.8000)
      (-1.2200, -1.8000)
  CapeGem            fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=6
      (+0.3400, -1.2000)
      (+0.5600, -0.8600)
      (+1.0000, -0.8600)
      (+1.2200, -1.2000)
      (+1.0000, -1.5400)
      (+0.5600, -1.5400)
  CapeTrim           trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09323 noStroke=0 lineAlpha=0.85 n=18  sway=6+7
      (-1.1000, -1.0600)
      (+1.1000, -1.0600)
      (+1.1704, -1.6328)
      (+1.2216, -2.1992)
      (+1.2536, -2.7592)
      (+1.2664, -3.3128)
      (+1.2600, -3.8600)
      (+0.9400, -4.3400)
      (+0.6200, -3.7400)
      (+0.0000, -4.3800)
      (-0.6200, -3.7600)
      (-1.2400, -4.3600)
      (-1.8600, -3.8600)
      (-1.8167, -3.3767)
      (-1.7400, -2.9000)
      (-1.6300, -2.4300)
      (-1.4867, -1.9667)
      (-1.3100, -1.5100)
  CapeHighlight      hi     loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09323 noStroke=0 lineAlpha=0.42 n=3
      (+1.1000, -1.0600)
      (+1.0200, -1.7000)
      (+1.0600, -2.2000)

##### 광부 pack.mine (코호트 7)

[HEAD] Miner Helmet  equip.head.minerhelmet   (앵커 y=0.00000)
  HelmetShell        fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=21
      (-1.4400, +0.3000)
      (-1.4223, +0.5503)
      (-1.3695, +0.7944)
      (-1.2830, +1.0264)
      (-1.1650, +1.2405)
      (-1.0182, +1.4314)
      (-0.8464, +1.5944)
      (-0.6537, +1.7256)
      (-0.4450, +1.8217)
      (-0.2253, +1.8803)
      (+0.0000, +1.9000)
      (+0.2253, +1.8803)
      (+0.4450, +1.8217)
      (+0.6537, +1.7256)
      (+0.8464, +1.5944)
      (+1.0182, +1.4314)
      (+1.1650, +1.2405)
      (+1.2830, +1.0264)
      (+1.3695, +0.7944)
      (+1.4223, +0.5503)
      (+1.4400, +0.3000)
  HelmetRimBack      fill   loop=True  filled=True  tone=1 layer=1 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=4
      (-1.2800, +0.8600)
      (-1.8600, +0.5800)
      (-1.8600, +0.1600)
      (-1.2800, +0.0200)
  HelmetCrest        fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=1 lineAlpha=0.00 n=22
      (-1.2053, +0.8469)
      (-1.0570, +1.1499)
      (-0.8494, +1.4052)
      (-0.5942, +1.5985)
      (-0.3057, +1.7191)
      (+0.0000, +1.7600)
      (+0.3057, +1.7191)
      (+0.5942, +1.5985)
      (+0.8494, +1.4052)
      (+1.0570, +1.1499)
      (+1.2053, +0.8469)
      (+0.7788, +0.6671)
      (+0.6830, +0.8705)
      (+0.5489, +1.0419)
      (+0.3840, +1.1716)
      (+0.1975, +1.2525)
      (+0.0000, +1.2800)
      (-0.1975, +1.2525)
      (-0.3840, +1.1716)
      (-0.5489, +1.0419)
      (-0.6830, +0.8705)
      (-0.7788, +0.6671)
  HelmetVent         fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=1 lineAlpha=0.00 n=12
      (-0.4800, +0.3600)
      (-0.3386, +0.4186)
      (-0.2800, +0.5600)
      (-0.2800, +0.8200)
      (-0.3386, +0.9614)
      (-0.4800, +1.0200)
      (-0.8200, +1.0200)
      (-0.9614, +0.9614)
      (-1.0200, +0.8200)
      (-1.0200, +0.5600)
      (-0.9614, +0.4186)
      (-0.8200, +0.3600)
  HelmetBrim         fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=4
      (+1.2800, +0.9000)
      (+1.8200, +0.7000)
      (+1.8200, +0.2000)
      (+1.2800, -0.0200)
  HelmetLamp         fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=12
      (+1.7800, +0.9200)
      (+1.7103, +1.1800)
      (+1.5200, +1.3703)
      (+1.2600, +1.4400)
      (+1.0000, +1.3703)
      (+0.8097, +1.1800)
      (+0.7400, +0.9200)
      (+0.8097, +0.6600)
      (+1.0000, +0.4697)
      (+1.2600, +0.4000)
      (+1.5200, +0.4697)
      (+1.7103, +0.6600)
  HelmetLampRing     trim   loop=True  filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.10380 noStroke=0 lineAlpha=0.85 n=12
      (+1.7800, +0.9200)
      (+1.7103, +1.1800)
      (+1.5200, +1.3703)
      (+1.2600, +1.4400)
      (+1.0000, +1.3703)
      (+0.8097, +1.1800)
      (+0.7400, +0.9200)
      (+0.8097, +0.6600)
      (+1.0000, +0.4697)
      (+1.2600, +0.4000)
      (+1.5200, +0.4697)
      (+1.7103, +0.6600)
  HelmetTrimFront    trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.10380 noStroke=0 lineAlpha=0.85 n=8
      (+0.6537, +1.7256)
      (+0.8464, +1.5944)
      (+1.0182, +1.4314)
      (+1.1650, +1.2405)
      (+1.2830, +1.0264)
      (+1.3695, +0.7944)
      (+1.4223, +0.5503)
      (+1.4400, +0.3000)
  HelmetHighlight    hi     loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.10380 noStroke=0 lineAlpha=0.42 n=3
      (-0.8464, +1.5944)
      (-0.5200, +1.6200)
      (-0.0600, +1.7400)

[EYES] Dust Goggles  equip.eyes.dustgoggles   (앵커 y=0.00000)
  GoggleLens         fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.11530 noStroke=0 lineAlpha=1.00 n=9
      (-1.1800, +0.4600)
      (+1.1800, +0.4600)
      (+1.3200, +0.1000)
      (+1.0200, -0.3400)
      (+0.3400, -0.3400)
      (+0.0000, -0.7800)
      (-0.3400, -0.3400)
      (-1.0200, -0.3400)
      (-1.3200, +0.1000)
  GoggleBlockFront   fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.11530 noStroke=1 lineAlpha=0.00 n=12
      (+1.3600, -0.2800)
      (+1.5014, -0.2214)
      (+1.5600, -0.0800)
      (+1.5600, +0.2400)
      (+1.5014, +0.3814)
      (+1.3600, +0.4400)
      (+1.2200, +0.4400)
      (+1.0786, +0.3814)
      (+1.0200, +0.2400)
      (+1.0200, -0.0800)
      (+1.0786, -0.2214)
      (+1.2200, -0.2800)
  GoggleBlockBack    fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.11530 noStroke=1 lineAlpha=0.00 n=12
      (-1.2200, -0.2800)
      (-1.0786, -0.2214)
      (-1.0200, -0.0800)
      (-1.0200, +0.2400)
      (-1.0786, +0.3814)
      (-1.2200, +0.4400)
      (-1.3600, +0.4400)
      (-1.5014, +0.3814)
      (-1.5600, +0.2400)
      (-1.5600, -0.0800)
      (-1.5014, -0.2214)
      (-1.3600, -0.2800)
  GoggleSlitFront    fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.11530 noStroke=0 lineAlpha=1.00 n=4
      (+1.5425, -0.1761)
      (+1.1389, -0.4144)
      (+0.8611, -0.1856)
      (+1.0175, +0.2561)
  GoggleSlitBack     fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.11530 noStroke=0 lineAlpha=1.00 n=4
      (-1.0175, +0.2561)
      (-0.8611, -0.1856)
      (-1.1389, -0.4144)
      (-1.5425, -0.1761)
  GoggleStrap        line   loop=False filled=False tone=0 layer=1 strokeMult=1.00 strokeInR=0.11530 noStroke=0 lineAlpha=1.00 n=5
      (-1.0175, +0.2561)
      (-1.0261, +0.4591)
      (-0.9294, +0.6240)
      (-0.7273, +0.7510)
      (-0.4200, +0.8400)
  GoggleTrim         trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.08647 noStroke=0 lineAlpha=0.85 n=9
      (-1.1800, +0.4600)
      (+1.1800, +0.4600)
      (+1.3200, +0.1000)
      (+1.0200, -0.3400)
      (+0.3400, -0.3400)
      (+0.0000, -0.7800)
      (-0.3400, -0.3400)
      (-1.0200, -0.3400)
      (-1.3200, +0.1000)

[NECK] Mine Lamp  equip.neck.minelamp   (앵커 y=-1.27818)
  LampBelt           fill   loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=4
      (-1.8000, -1.9200)
      (+1.8000, -1.9200)
      (+1.8000, -2.5400)
      (-1.8000, -2.5400)
  LampTop            fill   loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=12
      (+0.2000, -1.9200)
      (+0.3414, -1.8614)
      (+0.4000, -1.7200)
      (+0.4000, -1.3200)
      (+0.3414, -1.1786)
      (+0.2000, -1.1200)
      (-0.2000, -1.1200)
      (-0.3414, -1.1786)
      (-0.4000, -1.3200)
      (-0.4000, -1.7200)
      (-0.3414, -1.8614)
      (-0.2000, -1.9200)
  LampKeeperBack     fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=4
      (-1.1800, -1.8200)
      (-1.3400, -2.6400)
      (-1.7000, -2.6400)
      (-1.8600, -1.8200)
  LampKeeperFront    fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=4
      (+1.8600, -1.8200)
      (+1.7000, -2.6400)
      (+1.3400, -2.6400)
      (+1.1800, -1.8200)
  LampBody           fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=12
      (+0.4000, -2.9000)
      (+0.5556, -2.8356)
      (+0.6200, -2.6800)
      (+0.6200, -1.8400)
      (+0.5556, -1.6844)
      (+0.4000, -1.6200)
      (-0.4000, -1.6200)
      (-0.5556, -1.6844)
      (-0.6200, -1.8400)
      (-0.6200, -2.6800)
      (-0.5556, -2.8356)
      (-0.4000, -2.9000)
  LampLens           fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12970 noStroke=0 lineAlpha=1.00 n=12
      (+0.6400, -2.2600)
      (+0.5543, -1.9400)
      (+0.3200, -1.7057)
      (+0.0000, -1.6200)
      (-0.3200, -1.7057)
      (-0.5543, -1.9400)
      (-0.6400, -2.2600)
      (-0.5543, -2.5800)
      (-0.3200, -2.8143)
      (-0.0000, -2.9000)
      (+0.3200, -2.8143)
      (+0.5543, -2.5800)
  LampLensRing       trim   loop=True  filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09728 noStroke=0 lineAlpha=0.85 n=12
      (+0.6400, -2.2600)
      (+0.5543, -1.9400)
      (+0.3200, -1.7057)
      (+0.0000, -1.6200)
      (-0.3200, -1.7057)
      (-0.5543, -1.9400)
      (-0.6400, -2.2600)
      (-0.5543, -2.5800)
      (-0.3200, -2.8143)
      (-0.0000, -2.9000)
      (+0.3200, -2.8143)
      (+0.5543, -2.5800)
  LampBeltTrim       trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09728 noStroke=0 lineAlpha=0.85 n=2
      (-1.8000, -1.9200)
      (+1.8000, -1.9200)

[BACK] Pick Harness  equip.shoulders.pickharness   (앵커 y=-1.27818)
  PickHaft           fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=4
      (+0.9293, -1.5142)
      (-1.3107, -4.5542)
      (-1.7293, -4.2458)
      (+0.5107, -1.2058)
  PickHeadFront      fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=4
      (-0.7614, -3.8606)
      (-0.6304, -5.1516)
      (-1.0260, -5.2926)
      (-1.7410, -4.2098)
  PickHeadBack       fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=4
      (-1.2728, -4.5547)
      (-2.5188, -4.1926)
      (-2.5014, -3.7730)
      (-1.2296, -3.5157)
  PickBlock          fill   loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=4
      (-1.2334, -4.7191)
      (-1.9097, -4.2208)
      (-1.2690, -3.3513)
      (-0.5927, -3.8496)
  HarnessPad         fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.12430 noStroke=0 lineAlpha=1.00 n=12
      (+0.7200, -2.2000)
      (+0.8897, -2.1297)
      (+0.9600, -1.9600)
      (+0.9600, -1.3800)
      (+0.8897, -1.2103)
      (+0.7200, -1.1400)
      (+0.1200, -1.1400)
      (-0.0497, -1.2103)
      (-0.1200, -1.3800)
      (-0.1200, -1.9600)
      (-0.0497, -2.1297)
      (+0.1200, -2.2000)
  HaftGrip           seam   loop=False filled=False tone=4 layer=0 strokeMult=0.80 strokeInR=0.09944 noStroke=0 lineAlpha=0.55 n=2
      (-0.2607, -3.2641)
      (-0.8081, -2.8607)
  HarnessStrap       trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09323 noStroke=0 lineAlpha=0.85 n=12
      (+0.7200, -2.2000)
      (+0.8897, -2.1297)
      (+0.9600, -1.9600)
      (+0.9600, -1.3800)
      (+0.8897, -1.2103)
      (+0.7200, -1.1400)
      (+0.1200, -1.1400)
      (-0.0497, -1.2103)
      (-0.1200, -1.3800)
      (-0.1200, -1.9600)
      (-0.0497, -2.1297)
      (+0.1200, -2.2000)
  HaftTrim           trim   loop=False filled=False tone=3 layer=0 strokeMult=0.75 strokeInR=0.09323 noStroke=0 lineAlpha=0.85 n=4
      (+0.9293, -1.5142)
      (-1.3107, -4.5542)
      (-1.7293, -4.2458)
      (+0.5107, -1.2058)

##### 대마법사 pack.arcane (코호트 8)

[HEAD] Wizard Hat  equip.head.wizardhat   (앵커 y=0.00000)
  HatBrim            fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=20
      (-2.2000, +0.3400)
      (-1.7600, +0.5704)
      (-1.3200, +0.7496)
      (-0.8800, +0.8776)
      (-0.4400, +0.9544)
      (+0.0000, +0.9800)
      (+0.4400, +0.9544)
      (+0.8800, +0.8776)
      (+1.3200, +0.7496)
      (+1.7600, +0.5704)
      (+2.2000, +0.3400)
      (+2.0800, -0.0600)
      (+1.8000, -0.3000)
      (+1.4800, -0.0400)
      (+1.2000, +0.3000)
      (+0.0000, +0.3000)
      (-1.2000, +0.3000)
      (-1.4600, -0.0200)
      (-1.7600, -0.1800)
      (-2.0600, -0.0200)
  HatCone            fill   loop=True  filled=True  tone=0 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=18
      (+1.4000, +0.3150)
      (+1.2644, +0.5847)
      (+1.1022, +0.8449)
      (+0.9133, +1.0956)
      (+0.6978, +1.3367)
      (+0.4556, +1.5684)
      (+0.1867, +1.7906)
      (-0.1089, +2.0032)
      (-0.4311, +2.2064)
      (-0.7800, +2.4000)
      (-0.8925, +2.1815)
      (-0.9950, +1.9509)
      (-1.0875, +1.7084)
      (-1.1700, +1.4538)
      (-1.2425, +1.1871)
      (-1.3050, +0.9084)
      (-1.3575, +0.6177)
      (-1.4000, +0.3150)
  HatBand            fillns loop=True  filled=True  tone=2 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=1 lineAlpha=0.00 n=4
      (+1.3400, +0.3600)
      (+1.0636, +0.9000)
      (-1.3067, +0.9000)
      (-1.3400, +0.3600)
  HatMoon            fill   loop=True  filled=True  tone=1 layer=0 strokeMult=1.00 strokeInR=0.13840 noStroke=0 lineAlpha=1.00 n=24
      (-1.6101, +0.4281)
      (-1.3298, +0.3606)
      (-1.0451, +0.4053)
      (-0.7990, +0.5554)
      (-0.6289, +0.7882)
      (-0.5607, +1.0682)
      (-0.6046, +1.3531)
      (-0.7541, +1.5996)
      (-0.9864, +1.7703)
      (-1.2662, +1.8392)
      (-1.5512, +1.7960)
      (-1.7981, +1.6472)
      (-1.9694, +1.4154)
      (-1.8140, +1.5180)
